,Sentence,label,transliterated
3035,ಚರಿತ್ರೆ ಇದೆ. ಇದು ಒಂದು ದಂತಕಥೆ.,Not_offensive,{'kn': 'ಚರಿತ್ರೆ ಇದೆ. ಇದು ಒಂದು ದಂತಕಥೆ.'}
3036,Vijay prakash  voice is super,not-Kannada,{'kn': 'ವಿಜಯ್ ಪ್ರಕಾಶ್ ವೈಸ್ ಐಎಸ್ ಸೂಪರ್'}
3037,O my god,not-Kannada,{'kn': 'ಓ ಮೈ ಗಾಡ್'}
3038,Guru Pub G game.....,Not_offensive,{'kn': 'ಗುರು ಪಬ್ ಜಿಎ ಗೇಮ್.....'}
3039,@Sachin Sachin p,not-Kannada,{'kn': '@ಸಚಿನ್ ಸಚಿನ್ ಪಿಎಪ್'}
3040,@Lavanya gowda Tan Q Sister,not-Kannada,{'kn': '@ಲಾವಣ್ಯ ಗೌಡ ಟನ್ ಖಿ ಸಿಸ್ಟರ್'}
3041,Awesome song,not-Kannada,{'kn': 'ಅವೆಸೋಮೆ ಸಾಂಗ್'}
3042,tippa super,not-Kannada,{'kn': 'ಟಿಪ್ಪ ಸೂಪರ್'}
3043,En chindi bgm guru sakkath....Jai ASN... from Appu abhimani,Not_offensive,{'kn': 'ಏನ್ ಚಿಂದಿ ಬೆಜ್ ಗುರು ಸಕ್ಕತ್....ಜೈ ಆನ್ಸ್... ಫ್ರಮ್ ಅಪ್ಪು ಅಭಿಮಾನಿ'}
3044,obba batta na gi. e rethi bare you du sare alla. namma darmmake.nave.......,Offensive_Targeted_Insult_Group,{'kn': 'ಒಬ್ಬ ಬಟ್ಟ ನಾ ಗಿ. ಏ ರೇತಿ ಬರಿಯ ಯುಎ ಡೂ ಸರೆ ಅಲ್ಲಾ. ನಮ್ಮ ದರ್ಮ್ಮಕೆ.ನಾವೆ.......'}
3045,Mutturaj Melageri k,not-Kannada,{'kn': 'ಮುತ್ತುರಾಜ್ ಮೇಲಗೇರಿ ಕಿ'}
3046,ಸೂಪರ್ ರಿ ಸರ್,Not_offensive,{'kn': 'ಸೂಪರ್ ರಿ ಸರ್'}
3047,Adru namboru thumba Jana edare sir,Not_offensive,{'kn': 'ಅದ್ರು ನಂಬರು ತುಂಬ ಜನ ಎದರೆ ಸಾರ್'}
3048,ಸೂಪರ್  tune,Offensive_Untargetede,{'kn': 'ಸೂಪರ್ ಟನ್'}
3049,I like it in kannada,not-Kannada,{'kn': 'ಈ ಲೈಕ್ ಐಟಿ ಇನ್ ಕನ್ನಡ'}
3050,A nice song,Not_offensive,{'kn': 'ಏ ನೀಸ್ ಸಾಂಗ್'}
3051,Super  ..,not-Kannada,{'kn': 'ಸೂಪರ್ ..'}
3052,@Nandi Parthasarathi nimma yashini boobs gojjekesari acting ge Oscar award fix,Offensive_Targeted_Insult_Individual,{'kn': '@ನಂದಿ ಪರ್ಥಸರಾತಿ ನಿಮ್ಮ ಯಾಶಿನಿ ಬೂಬ್ಸ್ ಗೊಜ್ಜೆಕೇಸರಿ ಆಕ್ಟಿಂಗ್ ಗೆ ಆಸ್ಕರ್ ಅವರ್ಡ್ ಫಿಕ್ಸ್'}
3053,Ee song nodtha eroru ennomme trailer nodi.....,Not_offensive,{'kn': 'ಈ ಸಾಂಗ್ ನೋಡ್ತಾ ಎರೋರು ಇನ್ನೋಮ್ಮೆ ಟ್ರೈಲರ್ ನೋಡಿ.....'}
3054,TREND SETTING SONG,Not_offensive,{'kn': 'ಟ್ರೆಂಡ್ ಸೆಟಿಂಗ್ ಸಾಂಗ್'}
3055,Ur super guru,Not_offensive,{'kn': 'ಔರ್ ಸೂಪರ್ ಗುರು'}
3056,ಕನ್ನಡ ಸಿನಿಮಾಗಳಿಗೆ ದಯವಿಟ್ಟು ಸಪೋರ್ಟು ಮಾಡಿ,Not_offensive,{'kn': 'ಕನ್ನಡ ಸಿನಿಮಾಗಳಿಗೆ ದಯವಿಟ್ಟು ಸಪೋರ್ಟು ಮಾಡಿ'}
3057,ಎನ್ making ಗುರು,Not_offensive,{'kn': 'ಎನ್ ಮೇಕಿಂಗ್ ಗುರು'}
3058,ಅದ್ಭುತವಾದ ಚಿತ್ರ ಆದ್ರೆ ಚಿತ್ರ ಮಂದಿರದಲ್ಲಿ ನೋಡಲಿಲ್ಲ ಆ ನೋವು ತುಂಬಾ ಕಾಡುತ್ತಿದೆ,Not_offensive,{'kn': 'ಅದ್ಭುತವಾದ ಚಿತ್ರ ಆದ್ರೆ ಚಿತ್ರ ಮಂದಿರದಲ್ಲಿ ನೋಡಲಿಲ್ಲ ಆ ನೋವು ತುಂಬಾ ಕಾಡುತ್ತಿದೆ'}
3059,Mast aitu tik tok ban maadi evella odo du bare yodu bittu bari tirpe shoki maadi nandu istu talent ankotir wa yalla dabba nan maklige Sari yaagi paata kalisi dange aitu. Study bage awrige Care idde iddilla iga nodona yestu awar talent anta. Taawe tik tok maadi tammanne brilliant anta tilkoluwara Talente,Offensive_Targeted_Insult_Group,{'kn': 'ಮಾಸ್ಟ್ ಏಟು ಟಿಕ್ ಟೋಕ್ ಬ್ಯಾನ್ ಮಾಡಿ ಇವೆಲ್ಲ ಓದೋ ಡೂ ಬರಿಯ ಯೋದು ಬಿತ್ತು ಬರಿ ಟೀರ್ಪಿ ಶೋಕಿ ಮಾಡಿ ನಂದು ಇಷ್ಟು ಟ್ಯಾಲೆಂಟ್ ಆಂಕೋಟಿರ್ ವಿಎ ಯಲ್ಲಾ ಡಬ್ಬ ನಾನ್ ಮಕ್ಳಿಗೆ ಸಾರಿ ಯಾಗಿ ಪಾಟ ಕಲಿಸಿ ದಂಗೆ ಏಟು. ಸ್ಟಡಿ ಬಗೆ ಅವರಿಗೆ ಕೇರ್ ಇದ್ದೇ ಇದ್ದಿಲ್ಲ ಈಗ ನೋಡೋನ ಎಷ್ಟು ಅವರ್ ಟ್ಯಾಲೆಂಟ್ ಅಂತ. ತಾವೇ ಟಿಕ್ ಟೋಕ್ ಮಾಡಿ ತಮ್ಮನ್ನೇ ಬ್ರಿಲಿಯಂಟ್ ಅಂತ ತಿಲ್ಕೊಳುವರ ತಾಲೆಂತೆ'}
3060,nice kalaa....ncontinue madu...,Not_offensive,{'kn': 'ನೀಸ್ ಕಲಾ....ನಿಕ್ಟಿನ್ ಮಾಡು...'}
3061,All song super,not-Kannada,{'kn': 'ಆಲ ಸಾಂಗ್ ಸೂಪರ್'}
3062,தியா ஒரு அழகான காதல் காவியம்.அனைத்து மொழியிலும் ஓர் தாக்கத்தை🤕 ஏற்படுத்திய திரைப்படம்.தமிழ் மக்களின் சார்பாக எனது மனமார்ந்த வாழ்த்துக்கள்.🤝,not-Kannada,{'kn': 'தியா ஒரு அழகான காதல் காவியம்.அனைத்து மொழியிலும் ஓர் தாக்கத்தை🤕 ஏற்படுத்திய திரைப்படம்.தமிழ் மக்களின் சார்பாக எனது மனமார்ந்த வாழ்த்துக்கள்.🤝'}
3063,Pakka charitre srustisooo avataara....,Not_offensive,{'kn': 'ಪಕ್ಕ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸು ಅವತಾರ....'}
3064,I feel this vijay prakash singing tune same as kotigobba kotigobba,Not_offensive,{'kn': 'ಈ ಫೀಲ್ ದಿಸ್ ವಿಜಯ್ ಪ್ರಕಾಶ್ ಸಿಂಗಿಂಗ್ ಟನ್ ಸಾಮೆ ಆಸ್ ಕೋಟಿಗೊಬ್ಬ ಕೋಟಿಗೊಬ್ಬ'}
3065,ಭಗವಂತ ನಿಮ್ಮನ್ನು  ಮತ್ತು ನಿಮ್ಮ ಕುಟುಂಬವನ್ನು ಸದಾಕಾಲ ಕಾಪಾಡಲಿ.... ಒಳ್ಳೆಯವರಿಗೆ ಒಳ್ಳೆಯದೇ ಆಗುತ್ತದೆ....,Not_offensive,{'kn': 'ಭಗವಂತ ನಿಮ್ಮನ್ನು ಮತ್ತು ನಿಮ್ಮ ಕುಟುಂಬವನ್ನು ಸದಾಕಾಲ ಕಾಪಾಡಲಿ.... ಒಳ್ಳೆಯವರಿಗೆ ಒಳ್ಳೆಯದೇ ಆಗುತ್ತದೆ....'}
3066,Super.. I ತರಹದ song ಕೇಳಿ ತುಂಬಾ ದಿನ ಆಯ್ತು,Not_offensive,{'kn': 'ಸೂಪರ್.. ಈ ತರಹದ ಸಾಂಗ್ ಕೇಳಿ ತುಂಬಾ ದಿನ ಆಯ್ತು'}
3067,Love you my Boss rakshi setty,not-Kannada,{'kn': 'ಲವ್ ಯುಎ ಮೈ ಬಾಸ್ ರಕ್ಷಿ ಶೆಟ್ಟಿ'}
3068,What a music ... nWhat a lyric...nWhat a choreography.... nWhat a camera working......nTotally awesome ... nನಿಜಕ್ಕೂ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ... nಅಜನೀಶ್ ಗುರುಗಳೇ ನಿಮಗೊಂದು ಸಲಾಂ...nರಕ್ಷಿತ್ ಶೆಟ್ರೆ ಒಳ್ಳೇದಾಗಲಿ ..nಮೂರು ವರ್ಷ ಪಟ್ಟ ಶ್ರಮ ಫಲಕೊಡುವಂತಾಗಲಿ..... All the best to you sir,Not_offensive,{'kn': 'ವ್ಯಾಟ್ ಏ ಮ್ಯೂಸಿಕ್ ... ನ್ವತ್ ಏ ಲೈರಿಕ್...ನ್ವತ್ ಏ ಚಾರಿಯಾಲ್ರಿ.... ನ್ವತ್ ಏ ಕ್ಯಾಮೆರಾ ವರ್ಕಿಂಗ್......ಂಟೋಟಲ್ ಅವೆಸೋಮೆ ... ನ್ನಿಜಕ್ಕೂ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ... ನ್ಅಜನೀಶ್ ಗುರುಗಳೇ ನಿಮಗೊಂದು ಸಲಾಂ...ನ್ರಕ್ಷಿತ್ ಶೆಟ್ರೆ ಒಳ್ಳೇದಾಗಲಿ ..ನ್ಮೂರು ವರ್ಷ ಪಟ್ಟ ಶ್ರಮ ಫಲಕೊಡುವಂತಾಗಲಿ..... ಆಲ ದ ಬೆಸ್ಟ್ ಟೊ ಯುಎ ಸಾರ್'}
3069,Anna e game yavudu,Not_offensive,{'kn': 'ಅನ್ನಾ ಏ ಗೇಮ್ ಯವುದು'}
3070,ಸೂಪರ್ ಏತ ಆಗಿನ ಕಾಲದಲ್ಲಿ ಸೂಪರ್ ಸ್ಟಾರ್ ತೋಗರಿ ತೀಪ,Not_offensive,{'kn': 'ಸೂಪರ್ ಏತ ಆಗಿನ ಕಾಲದಲ್ಲಿ ಸೂಪರ್ ಸ್ಟಾರ್ ತೋಗರಿ ತೀಪ'}
3071,super ತೊಗರಿ ತಿಪ್ಪ,Not_offensive,{'kn': 'ಸೂಪರ್ ತೊಗರಿ ತಿಪ್ಪ'}
3072,@ashwini p avunu dagar Devarakonda DD,not-Kannada,{'kn': '@ಅಶ್ವಿನಿ ಪಿಎಪ್ ಅವುನು ಡಗರ್ ದೇವರಕೊಂಡ ಡಿಡಿ'}
3073,OMG ಟಿಕ್ ಟಾಕ್ ನಿಂದ nಚೈನಾದ ಬೋ* ಮ* 7,Not_offensive,{'kn': 'ಓಂಗ್ ಟಿಕ್ ಟಾಕ್ ನಿಂದ ನ್ಚೈನಾದ ಬೋ* ಮ* 7'}
3074,I want to see everedy I like it,not-Kannada,{'kn': 'ಈ ವಾಂಟ್ ಟೊ ಸೀ ಎವರೆಡಿ ಈ ಲೈಕ್ ಐಟಿ'}
3075,super super boss,not-Kannada,{'kn': 'ಸೂಪರ್ ಸೂಪರ್ ಬಾಸ್'}
3076,Super performance prju,not-Kannada,{'kn': 'ಸೂಪರ್ ಪರ್ಫೋರ್ಮನ್ಸ್ ಪ್ರೇಜ್'}
3077,Chen aged really like kode,Not_offensive,{'kn': 'ಚೇನ್ ಅಗೆಡ್ ರಿಯಲ್ ಲೈಕ್ ಕೋಡ್'}
3078,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,Not_offensive,{'kn': 'ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ'}
3079,ತಿಪ್ಪ ತಿಪ್ಪ ತೊಗರಿ ತಿಪ್ಪ,Not_offensive,{'kn': 'ತಿಪ್ಪ ತಿಪ್ಪ ತೊಗರಿ ತಿಪ್ಪ'}
3080,two dislikes I think it may be rashmika and devarakonda,Offensive_Targeted_Insult_Individual,{'kn': 'ಟೂ ಡಿಸ್ಲೈಕ್ಸ್ ಈ ಥಿಂಕ್ ಐಟಿ ಮೆ ಬಿ ರಶ್ಮಿಕ ಆಂಡ್ ದೇವರಕೊಂಡ'}
3081,@Ashwini Hr yeaa,not-Kannada,{'kn': '@ಅಶ್ವಿನಿ ಹರ್ ಏ'}
3082,Super guru nenu,Not_offensive,{'kn': 'ಸೂಪರ್ ಗುರು ನೇನು'}
3083,theatre alli nodokke nangu esta.theatre alli movie ella andre henge nodokke agutte.nimhantavare theatre alli nodirtiro elvo yarigottu.tilkondu matadi sir  @Nuthesh Naik,Offensive_Targeted_Insult_Individual,{'kn': 'ಠೀಟರ್ ಅಲ್ಲಿ ನೋಡೊಕ್ಕೆ ನಂಗು ಎಸ್ಟ್.ಠೀಟರ್ ಅಲ್ಲಿ ಮೂವಿ ಎಲ್ಲಾ ಆಂಡ್ರೆ ಹೆಂಗೆ ನೋಡೊಕ್ಕೆ ಆಗುತ್ತೆ.ನಿಂಧಾಂತವರೆ ಠೀಟರ್ ಅಲ್ಲಿ ನೊಡಿರ್ಚಿರೊ ಇಲ್ವೋ ಯಾರಿಗೊತ್ತು.ತಿಳ್ಕೊಂಡು ಮಾತಾಡಿ ಸಾರ್ @ನುತೇಶ ನೈಕ್'}
3084,Rakshit sir on fire ...benki..ollede aythu ha dagar inta olle vekthi ge siglila,Not_offensive,{'kn': 'ರಕ್ಷಿತ್ ಸಾರ್ ಒನ್ ಫೈರ್ ...ಬೆಂಕಿ..ಒಳ್ಳೆಡೆ ಆಯ್ತು ಹಾ ಡಗರ್ ಇಂತ ಒಳ್ಳೆ ವ್ಯಕ್ತಿ ಗೆ ಸಿಗ್ಲಿಲ'}
3085,Vaal kachidu bhal Nagu tarastri....Bhari Ada ri kati...,not-Kannada,{'kn': 'ವಾಲ್ ಕರಿದು ಭಾಲ್ ನಗು ತರಸ್ತ್ರಿ....ಭಾರಿ ಆದ ರಿ ಕತಿ...'}
3086,U r super bro,not-Kannada,{'kn': 'ಊ ರ್ ಸೂಪರ್ ಬ್ರೋ'}
3087,ಯೇ ಇವ್ರೇನೋ ಮಾಡ್ತಾರ್ ಕಣ್ರಪಡಬ್ಬಾ ಮೂವಿ ಮಾಡಿ ಮಾತುಮಾತಿಗೂ ನಮ್ ಮೂವಿ different different ಅನ್ನೋರ್ಗೆ ಈ ಮೂವಿ ನೋಡಿ ಜ್ಞಾನೋದಯ ಆಗ್ಬೇಕು...ಇದು ಗೆಲ್ಲುತ್ತೋ ಇಲ್ವೋ ಗೊತ್ತಿಲ್ಲ but ಇತಿಹಾಸ ಬರೆಯೋದು guarantee,Not_offensive,{'kn': 'ಯೇ ಇವ್ರೇನೋ ಮಾಡ್ತಾರ್ ಕಣ್ರಪಡಬ್ಬಾ ಮೂವಿ ಮಾಡಿ ಮಾತುಮಾತಿಗೂ ನಮ್ ಮೂವಿ ಡಿಫ್ಯರೆಂಟ್ ಡಿಫ್ಯರೆಂಟ್ ಅನ್ನೋರ್ಗೆ ಈ ಮೂವಿ ನೋಡಿ ಜ್ಞಾನೋದಯ ಆಗ್ಬೇಕು...ಇದು ಗೆಲ್ಲುತ್ತೋ ಇಲ್ವೋ ಗೊತ್ತಿಲ್ಲ ಬೂತ್ ಇತಿಹಾಸ ಬರೆಯೋದು ಗುರಂತೇ'}
3088,@Kiran Kumar Halijol yes pa.. observe madlilla,Not_offensive,{'kn': '@ಕಿರಣ್ ಕುಮಾರ್ ಹ್ಯಾಲಿಜೋಲ್ ಯಸ್ ಪಿಎ.. ಆಬರ್ವ್ ಮಡಿಲ್ಲ'}
3089,ಈ ಕಾಲದಲ್ಲಿ ಒಳ್ಳೆತನಕ್ಕೆ ಬೆಲೆ ಇಲ್ಲ ಮತ್ತೆ ಗೆಲ್ಲುವುದು ಹೇಗೆ,Not_offensive,{'kn': 'ಈ ಕಾಲದಲ್ಲಿ ಒಳ್ಳೆತನಕ್ಕೆ ಬೆಲೆ ಇಲ್ಲ ಮತ್ತೆ ಗೆಲ್ಲುವುದು ಹೇಗೆ'}
3090,ಹಾಡಿನ ಫುಲ್ ಅವನೇ ಶ್ರೀಮನ್ ನಾರಾಯಣ ಇದಾನೆ(ಶ್ರೀ ಕೃಷ್ಣ) ಅವನ ತತ್ವ ಗಳೇ ಇದಾವೆ....ಲಿರಿಕ್ಸ್ BGM ಅಂದ್ರೆ ಇದು,Not_offensive,{'kn': 'ಹಾಡಿನ ಫುಲ್ ಅವನೇ ಶ್ರೀಮನ್ ನಾರಾಯಣ ಇದಾನೆ(ಶ್ರೀ ಕೃಷ್ಣ) ಅವನ ತತ್ವ ಗಳೇ ಇದಾವೆ....ಲಿರಿಕ್ಸ್ ಬೆಜ್ ಅಂದ್ರೆ ಇದು'}
3091,2nd song(Narayana) releasing tomorrow @11,Not_offensive,{'kn': '2ಂಡ್ ಸಾಂಗ್(ನಾರಾಯಣ) ರಿಲೀಸಿಂಗ್ ಟಾಮರ್ @11'}
3092,100 million agalla BRO,Offensive_Untargetede,{'kn': '100 ಮಿಲಿಯನ್ ಆಗಲ್ಲ ಬ್ರೋ'}
3093,ಸುಪರ್ ತೊಗರಿ ತಿಪ್ಪ,Not_offensive,{'kn': 'ಸುಪರ್ ತೊಗರಿ ತಿಪ್ಪ'}
3094,ಸರ್ ನಿಮ್ಮ ನಿರ್ಮಾಪಕರ  phonepe or paytm or Amazon pay ಅಕ್ಕೌಂಟ ನಂಬರ್ ಇದ್ರೆ  ಕಳಿಸಿ... ಸಿನಿಮಾ ನೋಡಲು ಆಗದೆ ಇರೋದ್ರಿಂದ ದುಡ್ಡು ಹಾಕ್ತೀನಿ... I missed a wonderful movie,Not_offensive,{'kn': 'ಸರ್ ನಿಮ್ಮ ನಿರ್ಮಾಪಕರ ಫೋನೀಪ್ ಓರ್ ಪೇಯಮ್ ಓರ್ ಅಮೇಜಾನ್ ಪೇ ಅಕ್ಕೌಂಟ ನಂಬರ್ ಇದ್ರೆ ಕಳಿಸಿ... ಸಿನಿಮಾ ನೋಡಲು ಆಗದೆ ಇರೋದ್ರಿಂದ ದುಡ್ಡು ಹಾಕ್ತೀನಿ... ಈ ಮಿಸೆಸ್ ಏ ವಂಡರ್ಫುಲ್ ಮೂವಿ'}
3095,Rocking star and simple star,not-Kannada,{'kn': 'ರಾಕಿಂಗ್ ಸ್ಟಾರ್ ಆಂಡ್ ಸಿಂಪಲ್ ಸ್ಟಾರ್'}
3096,Yes bro nanu Chinese apps galna delete madidhini . E thara innu jasti video madi bro . E thara good message viedio madthairi,Not_offensive,{'kn': 'ಯಸ್ ಬ್ರೋ ನಾನು ಚೈನೀಸ್ ಅಪ್ಸ್ ಗಳನ ದೆಲೆಟ್ ಮಧಿಧಿನಿ . ಏ ತಾರಾ ಇನ್ನು ಜಾಸ್ತಿ ವೀಡಿಯೋ ಮಾಡಿ ಬ್ರೋ . ಏ ತಾರಾ ಗುಡ್ ಮೆಸ್ಸೇಜ್ ವೀಡಿಯೋ ಮದ್ತೈರಿ'}
3097,It's a kannada song..nLots of love from karnataka,not-Kannada,"{'kn': ""ಐಟಿ'ಎಸ್ ಏ ಕನ್ನಡ ಸಾಂಗ್..ನ್ಲಾಟ್ಸ್ ಅಫ್ ಲವ್ ಫ್ರಮ್ ಕರ್ನಾಟಕ""}"
3098,I love to learn Kannada languagenI love to speak in KannadanBecause I'm from KarnatakanKunda nagree Karnataka,Not_offensive,"{'kn': ""ಈ ಲವ್ ಟೊ ಲರ್ನ್ ಕನ್ನಡ ಲಂಗುಗಾವಜಿ ಲವ್ ಟೊ ಸ್ಪೀಕ್ ಇನ್ ಕನ್ನಡಂಬೇಕಾಸ್ ಈ'ಎಮ್ ಫ್ರಮ್ ಕರ್ನಾಟಕಂಕುಂಡ ನಗ್ರಿ ಕರ್ನಾಟಕ""}"
3099,@Nandi Parthasarathi ನಿಮ್ಮ ಅಪ್ಪ ಸೂಳೆಮಗ,Offensive_Targeted_Insult_Individual,{'kn': '@ನಂದಿ ಪರ್ಥಸರಾತಿ ನಿಮ್ಮ ಅಪ್ಪ ಸೂಳೆಮಗ'}
3100,I love promod sir voice,not-Kannada,{'kn': 'ಈ ಲವ್ ಪ್ರೋಮೋಡ್ ಸಾರ್ ವೈಸ್'}
3101,Togari thippa bahala chanagide,Not_offensive,{'kn': 'ತೊಗರಿ ತಿಪ್ಪ ಬಹಳ ಚನಾಗಿದೆ'}
3102,Hats off bro  ಕರೆಕ್ಟಾಗಿ ಹೇಳಿದ್ದೀರ ಬ್ರೋ,Not_offensive,{'kn': 'ಹ್ಯಾಟ್ಸ್ ಅಫ್ ಬ್ರೋ ಕರೆಕ್ಟಾಗಿ ಹೇಳಿದ್ದೀರ ಬ್ರೋ'}
3103,@Ŕävîñđŕå_02_GøWđřú bro evnu venkatesh kulkarni avr comments ge reply madidane adanna odudre nin education EE flop,Not_offensive,{'kn': '@ŕäವಿಎîñđŕå_02_ಜಿಎøಎđřú ಬ್ರೋ ಇವನು ವೆಂಕಟೇಶ್ ಕುಲಕರ್ಣಿ ಆವರ್ ಕಾಮೆಂಟ್ಸ್ ಗೆ ರಿಪಲ್ ಮಾಡಿದೇನೆ ಅದನ್ನ ಓದುದ್ರೆ ನೀನ್ ಎಜುಕೇಶನ್ ಈ ಫ್ಲಾಪ್'}
3104,Super  guru  jai  hind  neenu  nijavada  barathiya mattu  karnatakada  hemmeya putra  I love you  brother,Not_offensive,{'kn': 'ಸೂಪರ್ ಗುರು ಜೈ ಹಿಂದ ನೀನು ನಿಜವಾದ ಬಾರತಿಯ ಮತ್ತು ಕರ್ನಾಟಕದ ಹೆಮ್ಮೆಯ ಪುತ್ರ ಈ ಲವ್ ಯುಎ ಬ್ರದರ್'}
3105,ಸ್ವಾಭಿಮಾನಿ ಶಂಕರ,Not_offensive,{'kn': 'ಸ್ವಾಭಿಮಾನಿ ಶಂಕರ'}
3106,Ramesh Snakannanavar you have to go to a,not-Kannada,{'kn': 'ರಮೇಶ್ ಸ್ನಕನ್ನನವರ್ ಯುಎ ಹ್ಯಾವ್ ಟೊ ಗೋ ಟೊ ಏ'}
3107,6 dinagalaadru innoo trending nallide,Not_offensive,{'kn': '6 ದಿನಗಳಾದರು ಇನ್ನೂ ಟ್ರೆಂಡಿಂಗ್ ನಲ್ಲಿದೆ'}
3108,@vinay vinu ಇವ್ನು ಯಾರ್ ಗುರು ನಂದೆಲ್ಲಿ ಇಡ್ಲಿ ಅಂತವ್ನೆ,Offensive_Untargetede,{'kn': '@ವಿನಯ್ ವೀಣು ಇವ್ನು ಯಾರ್ ಗುರು ನಂದೆಲ್ಲಿ ಇಡ್ಲಿ ಅಂತವ್ನೆ'}
3109,Sachien  karnatakada cinemadalli adbuta nata ivara tande nanu bala ista pado vekti abarigondu nanna abhinandane,Not_offensive,{'kn': 'ಸಚಿನ್ ಕರ್ನಾಟಕದ ಸಿನಿಮಾದಲ್ಲಿ ಅದ್ಬುತ ನಟ ಇವರ ತಂದೆ ನಾನು ಬಾಲ ಇಸ್ತ ಪದೋ ವ್ಯಕ್ತಿ ಅಬರಿಗೊಂಡು ನನ್ನ ಅಭಿನಂದನೆ'}
3110,Jai ASN nJai Karnataka,Not_offensive,{'kn': 'ಜೈ ಆನ್ಸ್ ನ್ಜೈ ಕರ್ನಾಟಕ'}
3111,Trailer super guru,Not_offensive,{'kn': 'ಟ್ರೈಲರ್ ಸೂಪರ್ ಗುರು'}
3112,ansodenu avrdu love merrid soo life ali obrigobru arta madkondu nambke na beliskondu prethina uliskondu... chanagiri,Not_offensive,{'kn': 'ಅಂಸೋದೆನು ಅವರ್ದು ಲವ್ ಮೆರ್ರಿಡ್ ಸೋ ಲೈಫ್ ಆಲಿ ಒಬ್ರಿಗೊಬ್ರು ಅರ್ಟ್ ಮಾಡ್ಕೊಂಡು ನಂಬಕೆ ನಾ ಬೇಳಿಸುಕೊಂಡು ಪ್ರೇತಿನ ಉಳಿಸಿಕೊಂಡು... ಚನಗಿರಿ'}
3113,Good  job,not-Kannada,{'kn': 'ಗುಡ್ ಜಾಬ್'}
3114,Pistol look like flare gun...nnJai pubg..,Not_offensive,{'kn': 'ಪಿಸ್ಟಲ್ ಲುಕ್ ಲೈಕ್ ಫ್ಲಾರ್ ಗನ್...ನಂಜಿಯ ಪಬ್ಗ್..'}
3115,Jai D Boss,Not_offensive,{'kn': 'ಜೈ ಡ್ ಬಾಸ್'}
3116,Karthiks Reddy ನಿಮ್ಮ ಉತ್ತರ ಆಂಗ್ಲ ಭಾಷೆಯಲ್ಲಿ ಇಲ್ವಾ ಅದೇ ಥರಾ,Not_offensive,{'kn': 'ಕಾರ್ಟಿಕ್ಸ್ ರೆಡ್ಡಿ ನಿಮ್ಮ ಉತ್ತರ ಆಂಗ್ಲ ಭಾಷೆಯಲ್ಲಿ ಇಲ್ವಾ ಅದೇ ಥರಾ'}
3117,@Revan kumar khare heldi🤣,Not_offensive,{'kn': '@ರೇವನ್ ಕುಮಾರ್ ಖಾರೆ ಹೆಲ್ದಿ🤣'}
3118,ನನ್ನ ಪ್ರಕಾರ ಸಿನಿಮಾ ನೋಡೋದಕ್ಕೆ ಬಂದವರಿಗೆ ಒಂದೊಂದು ಈರುಳ್ಳಿ ಉಚಿತ ಅಂದ್ರೆ ಜನ ಸಾಗರವೆ ಬರಬಹುದು,Not_offensive,{'kn': 'ನನ್ನ ಪ್ರಕಾರ ಸಿನಿಮಾ ನೋಡೋದಕ್ಕೆ ಬಂದವರಿಗೆ ಒಂದೊಂದು ಈರುಳ್ಳಿ ಉಚಿತ ಅಂದ್ರೆ ಜನ ಸಾಗರವೆ ಬರಬಹುದು'}
3119,Good job.....,not-Kannada,{'kn': 'ಗುಡ್ ಜಾಬ್.....'}
3120,Right bhai avarige barabari shock aagide,Not_offensive,{'kn': 'ರೈಟ್ ಭಾಯ್ ಅವರಿಗೆ ಬರಬರಿ ಶಾಕ್ ಆಗಿದೆ'}
3121,Avlu lofar .....nan sister Diya papa amezon a to z super next relece I m going,Offensive_Targeted_Insult_Individual,{'kn': 'ಅವ್ಲು ಲಾಫರ್ .....ನಾನ್ ಸಿಸ್ಟರ್ ದಿಯ ಪಾಪ ಅಮೆಜಾನ್ ಏ ಟೊ ಜಿಎ ಸೂಪರ್ ನೆಕ್ಸ್ಟ್ ರಿಲೀಸ್ ಈ ಎಮ್ ಗೈಂಗ್'}
3122,Is it omg,not-Kannada,{'kn': 'ಐಎಸ್ ಐಟಿ ಓಂಗ್'}
3123,Acchaa kannada...soopr song....,Not_offensive,{'kn': 'ಅಚ್ಚಾ ಕನ್ನಡ...ಸೋಪ್ ಸಾಂಗ್....'}
3124,pakka prufff kodi,Offensive_Untargetede,{'kn': 'ಪಕ್ಕ ಪ್ರಫ್ಫ್ ಕೊಡಿ'}
3125,Indian filmsnBefore ASNnafter ASN,not-Kannada,{'kn': 'ಇಂಡಿಯನ್ ಫಿಲ್ಮಂಬೇಫರ್ ಅಸ್ನಾಸ್ಟರ್ ಆನ್ಸ್'}
3126,4.19 ....SRK Pose,not-Kannada,{'kn': '4.19 ....ಸ್ಕ್ ಪೋಸ್'}
3127,ರೋಮಾಂಚನ ಅದ್ಬುತ ಹಾಡು,Not_offensive,{'kn': 'ರೋಮಾಂಚನ ಅದ್ಬುತ ಹಾಡು'}
