,tweets,labels
10057,{'kn': 'ಮಸ್ತುಂಧಿ ಸಾಂಗ್ ಮಾಮ ನಿಕ್ಕಿಯ ವೇರಬ್ಬ ಆ ರೇತಮ್ ಲೂ'},0
10058,  🤣🤣🤣ಬ್ರೂ ಈಎಮ್ ಬಿಗ್ ಫ್ಯಾನ್,0
10059,{'kn': 'ಪಕ್ಕ ಹಿಟ್ ಆಗುತ್ತೆ ಗುರು ಮೂವಿ'},0
10060,{'kn': 'ಸೂಪರ್ ಕಾಮಿಡಿ ಸ್ಪೀಚ್ ಬ್ರದರ್'},0
10061,{'kn': 'ಚಿಂದಿ...... ಮಾಡಿರ ರೋಸ್ಟ್'},0
10062,{'kn': 'ಇದು ಚೆರಿಟ್ರೆ ಶ್ರುಷ್ಟಿಸೋ ಅವತಾರ'},0
10063,{'kn': '@ನಂದಿ ಪರ್ಥಸರಾತಿ ನಿಂದು ತುಲ್ಲು ಯಾಕೋ ಹಳ್ಸಿ ಹೋಗಿದೆ ಅನ್ಸುತ್ತೆ ಹೋಗಿ ಡೆಟಾಲ್ ಹಾಕಿ ತೊಳ್ಕೊ'},0
10064,{'kn': 'ಫಿಲ್ಮ್ ಮಾತ್ರಾ ಶಕಟ್ಟಾಗಿದೆ'},0
10065,  ಅನ್ ವೈಸ್ ಸೂಪರ್ ಸ್ಟೋರಿ ನಕ್ಕು ನಕ್ಕು ಒಟ್ಟೆ ಹುನ್ನಾತ್ರಿ,0
10066,{'kn': 'ಈ ಲೈಕ್ ಸೂಪರ್ ಗುರು ಎದು ಎದು ವೀಡಿಯೋ ಅಂದರೆ'},0
10067,{'kn': '@ಭವ್ಯ ಎಸ್ ಎಮ್ ಡೇಟ್'},0
10068,{'kn': 'ಸೂಪರ್ ಸಾಂಗ್'},0
10069,{'kn': 'ತೊಗರಿ ತಿಪ್ಪನ್ಜಾನಪದ ಹಾಸ್ಯ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಇದೆ ಡಾ.ಶಂಭು ಬಳಿಗಾರ ರವರಿಗೆನ್ಧನ್ಯವಾದಗಳು'},0
10070,  ಬರಿ ಹೆಮ್ಮೆ ಅಲ್ಲಾ ಪ್ರಾಣ ಇಂಕೊಂಡಿವಿ ನಾಮ್ ಕನ್ನಡದ ಮೇಲೆ,0
10071,{'kn': 'ಅವೆಸೋಮೆ ಸಾಂಗ್'},0
10072,{'kn': 'ಅಜನೇಶ ಲೋಕನಾಥ್'},0
10073,{'kn': 'ಗಾಳಿ ಮಾತಿನ ಬಜಾರು ಸುದ್ದಿಸಾರಿದೆ ಸುಮಾರು ಕನ್ನಡ ಚಿತ್ರಕ್ಕೆ ಪ್ರೋತ್ಸಹ ಕೊಡುವವರು ಕನ್ನಡ ಚಿತ್ರಕ್ಕೆ ಒಂದು ಘನ ಹೆಸರು ನ್ಕನ್ನಡ ಕನ್ನಡ ನ್ಇದು ಕನ್ನಡಿಗರು ಸೃಷ್ಟಿಸೋ ಅವತಾರ'},0
10074,  ಅನ್ನಾ ಸುಂಂಹೆ ವೀಡಿಯೋ ಮದೇಧ್ಯ ನೋಡು,0
10075,{'kn': 'ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ'},0
10076,{'kn': 'ಹಂದ ಅಪ್ ಇಂಗ್ಲಿಷ್ ಆಳ್ವ'},0
10077,{'kn': 'ಬಿಂದು ಗೌಡ ಗೆ ಸರಿಯಾಗಿ ಮಾಡಿದರ'},0
10078,{'kn': 'ಸೂಪರ್ ಮೂವಿ ಡೈ'},0
10079,{'kn': 'ನೀವ್ ಸುಪ್ಪರ್ ಬಾಸ್'},0
10080,{'kn': 'ಏನು ತಪ್ಪಿಲ್ಲ ಸರಿಯಾಗಿ ಹೇಳಿದ್ದಿರಾ'},0
10081,{'kn': 'ಸೂಪರ್ ಬ್ರೋ.. ಅಲ್ಲೊಬ್ಬ ಯಾರಿಗೂ ಗೊತ್ತಾಗದೆ ಹಾಗೆ ಆಲ್ರೆಡಿ ಗದ್ದುಗೆ ಏರಿಕುತ್ತಿದ್ದ. ನ್ನಾವನೆ ಶ್ರೀಮನರಾಯನ'},0
10082,{'kn': 'ಸಾರ್ ಚೀನಾಗ್ ಟಕ್ಕರ್ ಕೊಡ್ ಇನ್ನಂಡ್ ದೇಶನೀಲುವ ಪ್ರಪಂಚ್ಧದಲ್ಲಿ'},0
10083,{'kn': 'ಇದು ಚರಿತ್ರೆ ಶ್ರೀಷ್ಟಿಸುವ ಕಾಮೆಂಟ್ ಗುರು..'},0
10084,{'kn': 'ಆಲ ದ ಬೆಸ್ಟ್ ಪ್ರಜ್ವಲ್ ದೇವರಾಜು ಬಿಎøಎಸ್ಸ್'},0
10085,{'kn': 'ಬ್ರೋ ಹೂ ಟೊ ಡೌನ್ಲೋಡ್'},0
10086,{'kn': '2020 ಬೆಸ್ಟ್ ಸಾಂಗ್'},0
10087,{'kn': '@ಭಿಮ್ರಾ ನೈಕ್ ನೀಡ್ ಬೇಡ ಅಂತ ಹೇಳೊದು'},2
10088,  ಪೃಥ್ವಿ ನಾಯಕ್ ನಿನ್ ತುಲ್ಲುಗೆ ನನ್ ತುಣ್ಣಿ ಇಡ್ಲಿ,0
10089,{'kn': 'ಹೆನ್ ಮ್ಯೂಸಿಕ್ ಗುರು'},0
10090,{'kn': 'ತುಂಬಾ ಖುಷಿಯಾಯಿತು ಕೇಳಿ'},0
10091,{'kn': 'ಹಿಂದಿ ಎಲ್ಲಾ ಆಂಡ್ರೆ 300 ಕ್ರೋರ್ ಅಗೋದು ಡ್ರೀಮ್ ಅಷ್ಟೇ'},0
10092,{'kn': 'ಬ್ರೋ ನಾನು ಕೂಡಾ ಟಿಕ್ಟಾಕ್ ಯೂಸ್ ಮಡ್ತಿದೆ ಆದ್ರೆ ಅದು ಬ್ಯಾನ್ ಅದಾಗ ನಾಂಗ್ ಏನು ಬಜ್ಜರ್ ಆಗಿಲ್ಲ ಯಾಕಾಂದ್ರೀ ನಂದು ಒಂದು ಸಣ್ಣ ಕಂಟ್ರಿಬೂಷನ್ ಇರ್ಲಿ ನಮ್ಮ ದೇಶ ಕೈ ಜೈ ಹಿಂದ'},0
10093,{'kn': 'ಮೊಕೆಂಡ್ ಇರಪ್ಪ ನಿಮ್ ಧರ್ಮಾಮ್ ಬಗ್ಗೆ ನೋಡ್ಕೊಂಡ್ ಸುಂಂಹೆ ಇರಿನ್ನಂ ನಂಬಿಕೆ ಬಗ್ಗೆ ನಿಮಗ್ ಏಕೆ ಊರಿ'},0
10094,{'kn': 'ట్రయిలర్ చాలా బాగుంది.'},5
10095,{'kn': 'ಕಣ್ಣೀರು ಹಾಕಿರುವ ಕಾರಣ ತಂದೆಯ ನೆನೆಪು ಅವರು ಕಷ್ಟ ಕಾಲದಲ್ಲಿ ಮಗನ ಬೆಂಗಾವಲಾಗಿ ನಿಂತಿದ್ದಕ್ಕೆ.ಇದನ್ನು ಕೆಲವರು ಅಪಾರ್ಥ ಕಲ್ಪಿಸಿಕೊಂಡಿದ್ದಾರೆ.'},0
10096,{'kn': 'ಹಿಂದಿ ವರ್ಷನ್ ಪ್ಲಜ್ಜ್'},0
10097,{'kn': 'ಸಾರ್ ನಿಮಗೆ ದೇವರು ನಿಂಜೋಟೆ ಏರ್ಟ್'},0
10098,  ನಾಮ್ ಬಾಸ್ ಆಂಡ್ರಿ ಕಡ್ಮಣನಾ ಗುರು,0
10099,{'kn': 'ಇಂತಹ ಒಳ್ಳೆಯ ನಟನಿಗೆ ..ಅಭಿನಯದ ಅವಕಾಶಗಳು ಯಾಕೆ ಸಿಕ್ತಿಲ್ಲಾ...ದಯವಿಟ್ಟು ಧಾರವಾಹಿ ಗಳಲ್ಲಿ ಅವಕಾಶ ನೀಡಿ..'},0
10100,{'kn': 'ಉಗಿ ಕಳ್ಳ ನನ್ ಮಕ್ಲುಗೆ'},2
10101,{'kn': 'ಸೂಪರ್ ಹಾರ್ಟ್ ಟಚ್ ಮೂವೀಸ್. ವಂಡರ್ಫುಲ್ ಬ್ಯೂಟಿಫುಲ್ ಫಿಲ್ಮ್. ಈ ಚಲನಚಿತ್ರವನ್ನು ಹೇಗೆ ವರ್ಣಿಸಬೇಕು ಅಂತ ಗೊತ್ತಾಗ್ತಿಲ್ಲ. ಪದಗಳೇ ಸಿಗುತ್ತಿಲ್ಲ. ನಾವು ಅಂತು ನ್ ವೈಟಿಂಗ್ ಡಿಯಾ ಚಾಪ್ಟರ್ 2.'},0
10102,{'kn': '@ರಾಜ್ ನ್ರೇಜ್ ನಿಜವಾದ ಮತು ಅಥ್ಲೆಸ್ಟ್ ನಾವು ಅವರಣ್ಣ ನೋಡಿ ಕಲಿಯೋ ಪಾಠಗಳು ತುಂಬ ಇರುತ್ತೆ'},0
10103,{'kn': 'ಅಜ್ಞೇಶ ಊ ಬ್ಯೂಟಿ'},0
10104,{'kn': '@ಯುನಿಟಿ ಅಫ್ ಇಂಡಿಯಾ ನಮ್ಮ ದೇಶದ ಹಾ ಪಾರ್ಟಿ ದೇಶ ವನ್ನು ತುಂಡು ತುಂಡು ಹಾಗಿ ಮಾಡ್ತೀನಿ ಅಂತ ಹೇಳ್ತಾರೆ ಇದಕ್ಕಿಂತ ದೊಡ್ಡ ಮಾತು ಬೇಕಾ ಕಣ್ಣಿಯ ಕುಮಾರ್'},0
10105,{'kn': 'ಏನ್ ಸಾಂಗ್ ಗುರು ಮಸ್ತ್...'},0
10106,{'kn': 'ಬಂಧು ಕಿಗಿದೆ ಗಣಹೇಶರು ಹಂದ ಅಪ್'},0
10107,{'kn': 'ಇದು ಚರಿತ್ರೆ ಶ್ರುಷ್ಠ್ರಿಸುವ ಅವತಾರ = ಇದು ಚರಿತ್ರೆ ಶೃಷ್ಟುಸುವ ಹಾಡು'},0
10108,{'kn': 'ಏನ್ ಫಿಲ್ಮ್ ಗುರು ಸೂಪರ್'},0
10109,{'kn': 'ಅಪ್ಪು ಫ್ಯಾನ್'},0
10110,{'kn': '@ರೋಹಿತ್ ಕಿ ಲೇ ನೀನ್ ಡಗರ್ ಬಂಡಿ ಆಗ್ತವನ್ನೇ ಮೊದ್ಲು ಕುಡ್ಲು ಆಲ್ಸ್ಕೊಳೇಕ್ ಏಳು ಎಲ್ಲಾ ನೀನ್ ಅವನು ಮುಸೊದಿಲ್ಲಾ🤣🤣'},2
10111,{'kn': 'ರೆ ರಿಲೀಸ್ ಮಾಡಿ ಮೂವಿ ನಾ... ಸೂಪರ್ ಮೂವಿ'},0
10112,{'kn': 'ಸಾರ್.. 5ಪೈಸ್.ಕಾಮ್ ಅದರ ಬಗ್ಗೆ ವೀಡಿಯೋ ಮಾಡಿ... ಓಪನ್ ಮಾಡೊದು ಹೇಗೆ ಆಂಡ್ ಕ್ಲೋಸ್ ಮಾಡೊದು ಹೇಗೆ ಅಂಥ... ಪಿಜಿ ಸಾರ್'},0
10113,  ಯಾರ್ ಯಾರು ಅಶ್ವತ್ತಮ ಬದುಕಿದನೆಂದು ನಂಬೂಟರ್ ಎಲ್ಲಿ ಒಂದು ಲೈಕ್ ಮಾಡಿ,0
10114,{'kn': 'ಬಾಸ್ ಆಸಂ'},0
10115,{'kn': 'ಸಾಂಗ್ ಸೂಪರ್ ಆಗಿ ಆಡಿದಿರ ಅಣ್ಣ'},0
10116,{'kn': 'ಸಖತ್ ಸಾಂಗ್. ವಿಜಯ್ ಪ್ರಕಾಶ್ ಧ್ವನಿ'},0
10117,{'kn': 'ಆಫ್ಟರ್ 25 ಫ್ಲಾಪ್ಸ್ .. ಜೆಂಟಲ್ ಮ್ಯಾನ್ ಬ್ಲಾಕ್ ಬಸ್ಟರ್'},0
10118,{'kn': 'ವೇ ವಾಂಟ್ ಗ್ರೋ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ'},0
10119,{'kn': '@ವಿನಯ್ ಕುಮಾರ್ ಎಂಸ್ ನೇನು ಕ್ಯಾನೋ ತುಕಾಲಿ ಆನ್ ಅಲ್ಲಾ'},0
10120,{'kn': 'ಈ ಲೈಕ್ ಔರ್ ಆಲ ವಿಡೀಸ್'},0
10121,{'kn': 'ಐಎಸ್ ಐಟಿ ಓಂಗ್'},0
10122,"{'kn': ""ಕಿಚ್ಚ ಫ್ಯಾನ್'ಎಸ್ ಕಡೆ ಎಂದ ಚಿತ್ರ ಸತದಿನ ನದಿಯಲಿ ಎಂದು ಹರಿಸುತ್ತಾನೆ""}",0
10123,{'kn': '@ಸೈ ಕುಮಾರ್ ಮೆ ಬಿ'},0
10124,{'kn': 'ಅದ್ಬುತ ಕಲೆ ಸಾಹಿತ್ಯ ಸಂಗೀತ ಗಾಯನ'},0
10125,{'kn': 'ಮಾಸ್ಟ್ ಆಗ್ ಹೇಳಿದ್ದ ಗುರು'},0
10126,  ಬೇವರ್ಸಿ ಚೀನಾ ನನ್ನ ಮಕ್ಕಳು,0
10127,{'kn': 'ಎಲ್ಲಿ ತಂಕ ಜನ ಮೊದ್ನಂಬ್ಕೆ ಬಿಡಲು ಅಲ್ಲಿ ತಂಕ ಇಂತ ಶತ್ನಾಯಕರು ಅಸೆಲೆಸ್ ವಿಡೀಸ್ ಹಕ್ತನೆ ಐರರ್ತರೆ ಗುರು.ನ್ಮಹಭಾರತ ತುಂಬ ಒಳ್ಳೆ ಮೋರಲ್ ಸ್ಟೋರಿ. ಜೀವನಕ್ಕೆ ಬೇಕಾಗಿರೋ ತುಂಬ ಪಾಟ ಇದೇ ಇದ್ರಲ್ಲಿ. ಅದುನೆಲ್ಲಾ ಯೂಸ್ ಮಾಡ್ಕೊಂಡು ಒಳ್ಳೆ ಜೀವನ ಮಾಡ್ಬೇಕು ಆಸ್ಥೆ.'},0
10128,{'kn': 'ಈ ಹಾಡು ನೋಡ್ತಾ ಇದ್ರೆ ಶಂಕ್ರಣ್ಣ ನೆನಪಾಗ್ತರೆ'},0
10129,{'kn': '@ಜಸ್ಟ್ ಫನ್ ರಸ್'},0
10130,{'kn': 'ತುಂಬನೆ ಚೆನ್ನಾಗಿದೆ ಹಾಡು.'},0
10131,{'kn': 'ಸ್ವಾಭಿಮಾನ ಇಲ್ಲಾದವರು'},0
10132,  ಪೃಥ್ವಿ ನಾಯಕ್ ನಿಮ್ಮ ಅವ್ವ ಹಾದರಗಿತ್ತಿ,0
10133,  ಸೂಪರ್ ಫ್ರೆಂಡ್ ಸೂಪರ್,0
10134,{'kn': 'ಸೂಪರ್.. ಈ ತರಹದ ಸಾಂಗ್ ಕೇಳಿ ತುಂಬಾ ದಿನ ಆಯ್ತು'},0
10135,{'kn': 'ಸೂಪರ್ ಅನ್ನಾ'},0
10136,{'kn': 'ಗೋಲ್ಡನ್ ಏರಾ ಫೋರ್ ಕನ್ನಡ ಫಿಲ್ಮ್ ಇಂಡಸ್ಟ್ರಿ ಲವ್ ಮೊಕ್ಟಿಲ್'},0
10137,{'kn': '2ಂಡ್ ಸಾಂಗ್(ನಾರಾಯಣ) ರಿಲೀಸಿಂಗ್ ಟಾಮರ್ @11'},0
10138,{'kn': 'ಹ್ಯಾಪಿ ನ್ಯೂ ಯೇರ್ ಇನ್ ಅಡ್ವಾನ್ಸ್ ಅಂಡ್ ಇಮ್ ವೈಟಿಂಗ್ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸರ್'},0
10139,{'kn': 'ಗುಡ್ ಒಬರ್ವೇಷನ್'},0
10140,{'kn': 'ಯುಎ ಅರೆ ಕಾರ್ಕೆಕ್ಟ್ ಬ್ರೋ..'},0
10141,{'kn': 'ಇದು ಚಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ'},0
10142,{'kn': 'ಮುಚ್ಚಲೇ..... ಆ ತುಲುಗು ನವರಿಗೆ ಹುಟ್ಟಿರೋರ್ ಥರ ಯಾವಾಗಲೂ ಸೌಂದರ್ಯ ಸೊಬಗುಲಿ ಅವರದ್ದೆ ಹಾಕಿರುತ್ತಾರೆ..... ರಾಜ್ ಕಮಲ್ ಒಂದ್ರಲ್ಲೆ ಕನ್ನಡ ಹಾಕೋದು....'},0
10143,{'kn': 'ಬಾಲ್ ಚಂದ್ ಆಯಿತ್ರಿ... ಎಷ್ಟು ಸಾಲ ಕೇಳಿದ್ದು ಮ್ಯಾಟ್ ಮ್ಯಾಟ್ ಕೇಳ್ಬೇಕು..'},0
10144,{'kn': 'ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ ಕನ್ನಡ ಚಿತ್ರರಂಗಕ್ಕೆ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸಂಗೀತ ನಿರ್ದೇಶನ ಸುಪರ್ ಮತ್ತೊಂದು ಬ್ಲಾಕ್ ಬಸ್ಟರ್ ಚಿತ್ರ ಬರ್ತಾ ಇದೆ'},0
10145,{'kn': 'ಈ ವಿಡಿಯೋ ವನ್ನು 10ಎಮ್ ವ್ಯೂಸ್ ಆದಮೇಲೇ ನೋಡುವವರು'},0
10146,{'kn': 'ಅನ್ನಾ ನೇನು ಸೂಪರ್ ಸೂಪರ್ ಅನ್ನಾ'},0
10147,{'kn': 'ನಿರ್ಮಾಪಕರೇ ನಿಮ್ಮ ಅಕೌಂಟ್ ನಂಬರ್ ಕೊಡಿ ನಿಮ್ಮ ಆಕಾಂಟ್ ಗ್ಗೆ ಅಮೌಂಟ್ ಆಕಬೇಕು'},0
10148,{'kn': 'ಯಾಕ್ ಗುರು ಇಬ್ರುಗೂ ಅವರ್ಡೆ ಆದ ಟ್ಯಾಲೆಂಟ್ ಇದೇ ಯಾಕೆ ಈತರ 1'},0
10149,{'kn': 'ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುವ ಅವತಾರ್ -----------'},0
10150,{'kn': '@ಅಕ್ಷಯ್ ಆನಂದ್ ನ್ 1'},0
10151,{'kn': 'ಕನ್ನಡ ಸಿನಿಮಾವನ್ನು ಎತ್ತು ಕೊಂಡಾಡುವಂತೆ ಮಾಡಲು ಬರುತ್ತಿದೆ..ನ್ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣನೀನ್ಜೈ ರಕ್ಷಿತ್ ಭಾಸ್....ನ್ನಮ್ಮ ಕನ್ನಡದ ಹೆಮ್ಮೆ'},0
10152,{'kn': 'ಸೂಪರ್ ಸಾಂಗ್ ವೆರಿ ನೈಸ್....'},0
10153,{'kn': 'ಟಿಕ್ ಟೋಕ್ ಟನ್ ಹಂಕೊಂಡ ಹೊಯ್ದು ಟಿಕ್ ಟೋಕ್ ಮಧುರು ಚೀನಾ ಅವರದ್ದು ಟನ್ ಉಣ್ರಿ🤣🤣🤣🤣🤣'},2
10154,{'kn': 'ಸೂಪರ್ ಸಾಂಗ್ ಕನ್ನಡ'},0
10155,{'kn': 'ಬಾಸ್ ದಯಮಾಡಿ 1 ಯೇರ್ ಗೆ ಒಂದು ಸಿನಿಮಾ ಆದರೂ ಮಾಡಿ ಮತ್ತೆ ನಿಮ್ಮಲ್ಲಿ ಇರುವ ನಿರ್ದೇಶಕನನ್ನ ಮಾತ್ರ ಸಾಯಿಸಬೇಡಿ ನ್ನಿಮ್ಮಲ್ಲಿ ಏನೋ ಒಂದು ವಿಶಿಷ್ಟ ಶಕ್ತಿಯಿದೆ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಅವರೇ...ನ್ಪುಟ್ಟಣ್ಣ ಕಣಗಾಲ್'},0
10156,{'kn': 'ಸಾರ್ ನೀವ್ ಅತ್ತಿದ್ದ ಗೇಮ್ ಯಾವ್ದು'},0
10157,{'kn': 'ಬುರಡೆ ಗುರು ಇದೇಲ್ಲ. ಸೋಲ್ಪಾ ನಂಬೋ ತಾರಾ ಕತೆ ಕತ್ತಿ.'},0
10158,{'kn': 'मला भाषा समजली नाही पण गाणे खूप आवडले'},5
10159,{'kn': 'ಸೂಪರ್ ಸ್ಟಾರ್ ದರ್ಶನ್ ಫ್ಯಾನ್ಸ್ ಏಕದ'},0
10160,{'kn': 'ಶೋಭ ಏ'},0
10161,{'kn': '100 ಮಿಲಿಯನ್ ಅಗ್ಬೇಕು'},0
10162,{'kn': 'ಕನ್ನಡದ ಅತ್ಯುತ್ತಮ ಚಿತ್ರ ದಿಯಾ ಅಂದರೆ ತಪ್ಪಾಗಲಾರದು..ಪುನಃ ರೀ ರಿಲಿಸ್ ಮಾಡಬೇಕು....'},0
10163,{'kn': 'ಈ ಲವ್ ಯುಎ ಡಿಯಾ..'},0
10164,{'kn': 'ಲೈಕ್ಸ್ ಗೋಸ್ಕರ ಯಾಕ್ರೋ ಪ್ರತಿ ವೀಡಿಯೋ ನಲ್ಲೂ ಡ್ ಬಾಸ್ ಫ್ಯಾನ್ಸ್'},0
10165,{'kn': '2019 ನೋಡುವರು ಲೈಕ್ ಪ್ಲೀಸ್.........'},0
10166,{'kn': 'ಗುರು ಚೈನ್ಸ್ ಅಪ್ಸ್ ಯಾವ್ಯಾವು ಅಂಥ ಒಂದು ಲಿಸ್ಟ್ ಕೊಡಿ ಅವನ ನಾಮ್ ಮೊಬೈಲ್ ಆಲಿ ಇನ್ಸ್ಟಲ್ ಮಾಡಲ'},0
10167,{'kn': '@ನಂದಿ ಪರ್ಥಸರಾತಿ ನೀನು ರಂಡೆ'},0
10168,{'kn': 'ಸಕತ್ ಬೀಟ್ಸ್..ಮತ್ತೆ ಮತ್ತೆ ಕೇಳಬೇಕು ಅನ್ನೋ ಸಾಂಗ್..'},0
10169,{'kn': 'ಅವನೇ ಶ್ರಿಮಂನರಾಯನ ಬೀಟ್ಸ್ ಜೆಬ್'},0
10170,{'kn': 'ಸೂಪರ್ ಮಗ'},0
10171,{'kn': 'ಲವ್ ನಲ್ಲಿ ನೀನು ಫ್'},0
10172,{'kn': 'ಸಾರ್ ನಾನು ತುಂಬ ಚಿಕ್ಕವನು ಅದ್ರು ಹರಿಸಿ ಸಾರ್ ನಾ ಭಗವಂತ ನಿಮ್ನ ಹರಿಸಲಿ'},0
10173,{'kn': 'ರಿಪ್ ಫೋರ್ 1.8ಡಿಸ್ಲಿಕರ್ಸ್ ದೇವರು ನಿಮ್ಮ ಆತ್ಮಕ್ಕೆ ಶಾಂತಿ ಕೊಡ್ಲಿ'},0
10174,{'kn': 'ಮೈ ಫೆವರಿಟ್ ಮೂವಿ'},0
10175,{'kn': 'ಅಚ್ಚಾ ಕನ್ನಡ...ಸೋಪ್ ಸಾಂಗ್....'},0
10176,{'kn': 'ಗುರು ಬರಿ ಯೂನಿನ್ಸ್ಟಲ್ ಮಾಡಿ ಅಂತ ಹೆಬ್ಬಿ. ಇನ್ಮೇಲೆ ಆಕಾಂಟ್ ದೆಲೆಟ್ ಮಾಡಿ ಯೂನಿನ್ಸ್ಟಲ್ ಮಾಡೋಕ್ ಹೆಲೋಕ್ ಸ್ಟಾರ್ಟ್ ಮಾಡಿ ಇನ್ನ'},0
10177,{'kn': 'ಅಲ್ಟಿ ಮ್ಯೂಸಿಕ್ ಆಂಡ್ ಸಿಗ್ನೇಚರ್ ಸ್ಟೇಪ್'},0
10178,{'kn': 'ಸರಿಯಾದ ಪ್ಲಾನಿಂಗ್ ಇರಬೇಕು. ನಮ್ಮ ರಾಜ್ಯದವರು ಬಿಸಿನೆಸ್ ನಲ್ಲಿ ಇಂಪ್ರೋವ್ ಆಗ್ಬೇಕು.'},0
10179,  ಕಿಂಗ್ ಕಿ ಎಲ್ಲಾ ರಾಜಕಾರಣಿಗಳು ಕಳ್ಳರೆ ಇದ್ದುದರಲ್ಲಿ ಬಿಜೆಪಿ ಯವರು ಕಡಿಮೆ ಕಳ್ಳರು,0
10180,{'kn': 'ಕನ್ನಡದ ಮತ್ತೊಂದು ಮಳಿಗಳು'},0
10181,{'kn': 'ಹಿಂದಿ ಡೇ ರೆ ಬಾಬ'},0
10182,  ನೀನ್ ವೀಡಿಯೋ ದೆಲೆಟ್ ಆಗೋಲ್ಲ ಬೀಡು ಬ್ರೋ ನಿಂಗೆ ನಾ ಸುಪ್ಪೋರ್ಟ್ ಮಾಡ್ತಿವಿ ಇನ್ನು ಏ ತಾರಾ ವಿಡೀಸ್ ನಾ ಮತ್ತಷ್ಟು ಮಾಡು ಚೈನಾ ಬಕೆಟ್ ಗಳಿಗೆ ಟೇಲ್ ಕೇಡಿಸ್ಕೊಬೇದ,0
10183,{'kn': 'ಲವ್ ಊ ರಕ್ಷಿತ ಶೆಟ್ಟಿ'},0
10184,{'kn': 'ಮೋಹನ್ ರ್ ಗೌಡ ವಿಎ'},0
10185,{'kn': 'ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಅವರ ನಿಜವಾದ ಅಭಿಮಾನಿಗಳು ನಮ್ಮ ಚ್ಯಾನೆಲ್ ಗೇ ಸಬ್ಕ್ಚ್ರಿಬ್ ಅಗಿನ್'},0
10186,{'kn': 'ಈ ಲೈಕ್ ಐಟಿ ವಾರ'},0
10187,{'kn': '@ಇಟ್ಸ್ ಪರಮಾತ್ಮ ಲೂ ಗಂಡು ಸುವ್ವರ್ ಸುಂಂಹೆ ಇರು...ನೀನ್ ಹೆಲ್ಡಿಡ್ ತಕ್ಷಣ ನಾನ್ ಆಪಿನಿಯನ್ ಚೇಂಜ್ ಆಗಲ್ಲ...'},2
10188,{'kn': '@ಹೇತು ಆರಾಧ್ಯ ವೇರ್??'},0
10189,{'kn': 'ಅದ್ರು ನಂಬರು ತುಂಬ ಜನ ಎದರೆ ಸಾರ್'},0
10190,{'kn': 'ಸೂಪರ್ ಹ್ಯೂಮನ್ ಯುಎ ಅರೆ ಸಾರ್'},0
10191,{'kn': 'ವಿಡಿಯೋ ಇದೆಯಾ ತೊಗರಿ ತಿಪ್ಪ'},0
10192,{'kn': 'ಲವ್ ಯುಎ ಡಾರ್ಲಿಂಗ್'},0
10193,{'kn': 'ನಂಗೆ ಆಕಿ ಕಷ್ಟದಲ್ಲಿ ಇಧೀನೆ'},0
10194,{'kn': 'ಗುರುವೆ ಏನ್ ಕ್ರಿಯೇಟಿವ್ ಶರಣು ಲವ್ ಊ ಕನ್ನಡಿಗ'},0
10195,{'kn': 'ಡ್ ಬಾಸ್ ಅಭಿಮಾನಿಗಳಿಂದ ಆಲ ದ ಬೆಸ್ಟ್'},0
10196,{'kn': 'ಕನ್ನಡ ಸಾಂಗ್ ಯಾವಾಗಲು ಸೂಪರ್'},0
10197,{'kn': 'ಕಕ್ಕ ಐಎಸ್ ಆಸಂ ಲಾಲ್'},0
10198,{'kn': 'ಬೀವರ್ಷಿಗಳಿಗೆ ಅರ್ಥ ಆಗಿರ್ಬೇಕು ಬ್ರೋ ಚೇನಾಗ್ ಉಗ್ಧಿಡೀರ'},0
10199,{'kn': 'ಸೂಪರ್ ಗುರು ನೀಸ್'},0
10200,{'kn': '444444 ಸೂಪರ್ 30'},0
10201,{'kn': 'ನನಗೆ ಯಾದಿ ಮೇ ಶಾದಿ ಕ್ಯಾಸೆಟ್ ಹಾಡುಗಳು ಬೇಕಾಗಿವೆ'},0
10202,{'kn': 'ಸೂಪರ್ ವೀಡಿಯೋ'},0
10203,{'kn': '@ವಿನಯ್ ವಿಎನ್ ಸುಳೆ ಮಗ ನೀನು ಅದೆ ಬೆರೆ ಇದೇ ಬೆರೆ'},2
